sep=;
Modul;Kennung;Titel;Ver;Gew;LP;Sem
M-MACH-104888;T-MACH-105171;Sicherheitstechnik;2;1;4,0;0
M-MACH-101283;T-MACH-102123;Virtual Engineering I;2;1;4,0;0
M-MACH-101283;T-MACH-109933;Betriebsmanagement für Ingenieure und Informatiker;1;1;4,0;0
M-MACH-101283;T-MACH-102185;CAD-Praktikum CATIA;2;1;2,0;0
M-MACH-101283;T-MACH-105312;CATIA für Fortgeschrittene;1;1;4,0;0
M-MACH-101283;T-MACH-108491;Digitalisierung von Produkten, Diensten & Produktion;1;1;4,0;0
M-MACH-101283;T-MACH-102209;Information Engineering;2;1;3,0;0
M-MACH-101283;T-MACH-106743;IoT Plattform für Ingenieursanwendungen;1;1;4,0;0
M-MACH-101283;T-MACH-102153;PLM-CAD Workshop;2;1;4,0;0
M-MACH-101283;T-MACH-102181;PLM für mechatronische Produktentwicklung;1;1;4,0;0
M-MACH-101283;T-MACH-106740;Virtual Engineering Praktikum;1;1;4,0;0
M-MACH-101283;T-MACH-106741;Virtuelle Lernfabrik 4.X;1;1;4,0;0
M-MACH-101281;T-MACH-102124;Virtual Engineering II;2;1;4,0;0
M-MACH-101281;T-MACH-109933;Betriebsmanagement für Ingenieure und Informatiker;1;1;4,0;0
M-MACH-101281;T-MACH-102185;CAD-Praktikum CATIA;2;1;2,0;0
M-MACH-101281;T-MACH-105312;CATIA für Fortgeschrittene;1;1;4,0;0
M-MACH-101281;T-MACH-108491;Digitalisierung von Produkten, Diensten & Produktion;1;1;4,0;0
M-MACH-101281;T-MACH-102209;Information Engineering;2;1;3,0;0
M-MACH-101281;T-MACH-106743;IoT Plattform für Ingenieursanwendungen;1;1;4,0;0
M-MACH-101281;T-MACH-102181;PLM für mechatronische Produktentwicklung;1;1;4,0;0
M-MACH-101281;T-MACH-102153;PLM-CAD Workshop;2;1;4,0;0
M-MACH-101281;T-MACH-106740;Virtual Engineering Praktikum;1;1;4,0;0
M-MACH-101281;T-MACH-106741;Virtuelle Lernfabrik 4.X;1;1;4,0;0
M-CIWVT-101121;T-CIWVT-101900;Wasserchemie und Wassertechnologie I;1;1;6,0;0
M-CIWVT-101121;T-CIWVT-103351;Wasserchemisches Praktikum;1;1;4,0;0
M-CIWVT-101122;T-CIWVT-101901;Wasserchemie und Wassertechnologie II;1;1;9,0;0
M-MACH-101286;T-MACH-110963;Werkzeugmaschinen und hochpräzise Fertigungssysteme;1;1;9,0;0
M-WIWI-101808;T-WIWI-103474;Seminar Betriebswirtschaftslehre A (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103476;Seminar Betriebswirtschaftslehre B (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103477;Seminar Volkswirtschaftslehre B (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103478;Seminar Volkswirtschaftslehre A (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103479;Seminar Informatik A (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103480;Seminar Informatik B (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103481;Seminar Operations Research A (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103482;Seminar Operations Research B (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103483;Seminar Statistik A (Master);1;1;3,0;0
M-WIWI-101808;T-WIWI-103484;Seminar Statistik B (Master);1;1;3,0;0
M-WIWI-101808;T-INFO-101997;Seminar aus Rechtswissenschaften I;1;1;3,0;0
M-WIWI-101808;T-INFO-105945;Seminar aus Rechtswissenschaften II;1;1;3,0;0
M-WIWI-101808;T-MACH-102135;Fördertechnik und Logistiksysteme;1;1;3,0;0
M-WIWI-101808;T-MACH-109062;Produktionstechnisches Seminar;1;1;3,0;0
M-WIWI-101808;T-MACH-108737;Seminar Data-Mining in der Produktion;1;1;3,0;0
M-WIWI-101808;T-BGU-100014;Seminar Verkehrswesen;1;1;3,0;0
M-WIWI-101808;T-WIWI-108763;Seminar Ingenieurwissenschaften (genehmigungspflichtig);1;1;3,0;0
M-WIWI-101808;T-WIWI-110215;Platzhalter Seminarmodul Master;1;1;3,0;0
M-WIWI-101808;T-WIWI-104680;Platzhalter SQ-Seminar 1 ub;1;0;1,0;0
M-WIWI-101808;T-WIWI-104681;Platzhalter SQ-Seminar 2 ub;1;0;2,0;0
M-WIWI-101808;T-WIWI-104682;Platzhalter SQ-Seminar 3 ub;1;0;3,0;0
M-WIWI-101808;T-WIWI-104683;Platzhalter SQ-Seminar 4;1;0;1,0;0
M-WIWI-101808;T-WIWI-104684;Platzhalter SQ-Seminar 5;1;0;2,0;0
M-WIWI-101808;T-WIWI-104685;Platzhalter SQ-Seminar 6;1;0;3,0;0
M-WIWI-101808;T-WIWI-105956;Platzhalter SQ-Seminar 8;1;0;4,0;0
M-WIWI-102808;T-WIWI-102872;Challenges in Supply Chain Management;2;1;4,5;0
M-WIWI-102808;T-WIWI-110280;Digital Services: Business Models and Transformation;1;1;4,5;0
M-WIWI-102808;T-WIWI-107043;Liberalised Power Markets;1;1;3,0;0
M-WIWI-102808;T-WIWI-106200;Modellieren und OR-Software: Fortgeschrittene Themen;2;1;4,5;0
M-WIWI-102808;T-WIWI-106563;Seminarpraktikum Digital Service Systems;1;1;4,5;0
M-WIWI-105011;T-ETIT-110291;Innovation Lab;1;1;9,0;0 - 1
M-WIWI-101628;T-WIWI-110339;Angewandte Informatik – Internet Computing;1;1;4,5;0
M-WIWI-101628;T-WIWI-102680;Computational Economics;3;1;4,5;0
M-WIWI-101628;T-WIWI-109248;Critical Information Infrastructures;4;1;4,5;0
M-WIWI-101628;T-WIWI-109246;Digital Health;3;1;4,5;0
M-WIWI-101628;T-WIWI-109270;Human Factors in Security and Privacy;3;1;4,5;0
M-WIWI-101628;T-WIWI-102661;Datenbanksysteme und XML;2;1;4,5;0
M-WIWI-101628;T-WIWI-102668;Enterprise Architecture Management;2;1;4,5;0
M-WIWI-101628;T-WIWI-110346;Ergänzung Betriebliche Informationssysteme;1;1;4,5;0
M-WIWI-101628;T-WIWI-110372;Ergänzung Software- und Systemsengineering;1;1;4,5;0
M-WIWI-101628;T-WIWI-106423;Information Service Engineering;2;1;4,5;0
M-WIWI-101628;T-WIWI-110863;Introduction to Data Science;1;1;4,5;0
M-WIWI-101628;T-WIWI-102666;Knowledge Discovery;2;1;4,5;0
M-WIWI-101628;T-WIWI-102667;Management von Informatik-Projekten;3;1;4,5;0
M-WIWI-101628;T-WIWI-106340;Maschinelles Lernen 1 - Grundverfahren;3;1;4,5;0
M-WIWI-101628;T-WIWI-106341;Maschinelles Lernen 2 - Fortgeschrittene Verfahren;2;1;4,5;0
M-WIWI-101628;T-WIWI-102697;Modellierung von Geschäftsprozessen;2;1;4,5;0
M-WIWI-101628;T-WIWI-102679;Naturinspirierte Optimierungsverfahren;2;1;4,5;0
M-WIWI-101628;T-WIWI-109799;Process Mining;2;1;4,5;0
M-WIWI-101628;T-WIWI-110848;Semantic Web Technologies;1;1;4,5;0
M-WIWI-101628;T-WIWI-102895;Software-Qualitätsmanagement;2;1;4,5;0
M-WIWI-101628;T-WIWI-102669;Strategisches Management der betrieblichen Informationsverarbeitung;2;1;4,5;0
M-WIWI-101628;T-WIWI-103112;Web Science;2;1;4,5;0
M-WIWI-101628;T-WIWI-110144;Emerging Trends in Digital Health;2;1;4,5;0
M-WIWI-101628;T-WIWI-110143;Emerging Trends in Internet Technologies;2;1;4,5;0
M-WIWI-101628;T-WIWI-109249;Entwicklung Soziotechnischer Informationssysteme;2;1;4,5;0
M-WIWI-101628;T-WIWI-111126;Praktikum Blockchain Hackathon (Master);1;1;4,5;0
M-WIWI-101628;T-WIWI-111125;Praktikum Entwicklung Soziotechnischer Informationssysteme (Master);1;1;4,5;0
M-WIWI-101628;T-WIWI-110548;Praktikum Informatik (Master);1;1;4,5;0
M-WIWI-101628;T-WIWI-108439;Praktikum Security, Usability and Society;2;1;4,5;0
M-WIWI-101628;T-WIWI-109786;Praktikum Sicherheit;2;1;4,5;0
M-WIWI-101628;T-WIWI-109271;Praktikum User Studies in Security;2;1;4,5;0
M-WIWI-101628;T-WIWI-109985;Projektpraktikum Kognitive Automobile und Roboter;2;1;4,5;0
M-WIWI-101628;T-WIWI-109983;Projektpraktikum Maschinelles Lernen;2;1;4,5;0
M-WIWI-101628;T-WIWI-109251;Selected Issues in Critical Information Infrastructures;2;1;4,5;0
M-WIWI-101630;T-WIWI-110339;Angewandte Informatik – Internet Computing;1;1;4,5;0
M-WIWI-101630;T-WIWI-102680;Computational Economics;3;1;4,5;0
M-WIWI-101630;T-WIWI-109248;Critical Information Infrastructures;4;1;4,5;0
M-WIWI-101630;T-WIWI-109246;Digital Health;3;1;4,5;0
M-WIWI-101630;T-WIWI-109270;Human Factors in Security and Privacy;3;1;4,5;0
M-WIWI-101630;T-WIWI-102661;Datenbanksysteme und XML;2;1;4,5;0
M-WIWI-101630;T-WIWI-102668;Enterprise Architecture Management;2;1;4,5;0
M-WIWI-101630;T-WIWI-110346;Ergänzung Betriebliche Informationssysteme;1;1;4,5;0
M-WIWI-101630;T-WIWI-110372;Ergänzung Software- und Systemsengineering;1;1;4,5;0
M-WIWI-101630;T-WIWI-106423;Information Service Engineering;2;1;4,5;0
M-WIWI-101630;T-WIWI-110863;Introduction to Data Science;1;1;4,5;0
M-WIWI-101630;T-WIWI-102666;Knowledge Discovery;2;1;4,5;0
M-WIWI-101630;T-WIWI-102667;Management von Informatik-Projekten;3;1;4,5;0
M-WIWI-101630;T-WIWI-106340;Maschinelles Lernen 1 - Grundverfahren;3;1;4,5;0
M-WIWI-101630;T-WIWI-106341;Maschinelles Lernen 2 - Fortgeschrittene Verfahren;2;1;4,5;0
M-WIWI-101630;T-WIWI-102697;Modellierung von Geschäftsprozessen;2;1;4,5;0
M-WIWI-101630;T-WIWI-102679;Naturinspirierte Optimierungsverfahren;2;1;4,5;0
M-WIWI-101630;T-WIWI-109799;Process Mining;2;1;4,5;0
M-WIWI-101630;T-WIWI-110848;Semantic Web Technologies;1;1;4,5;0
M-WIWI-101630;T-WIWI-102895;Software-Qualitätsmanagement;2;1;4,5;0
M-WIWI-101630;T-WIWI-102669;Strategisches Management der betrieblichen Informationsverarbeitung;2;1;4,5;0
M-WIWI-101630;T-WIWI-103112;Web Science;2;1;4,5;0
M-WIWI-101630;T-WIWI-110144;Emerging Trends in Digital Health;2;1;4,5;0
M-WIWI-101630;T-WIWI-110143;Emerging Trends in Internet Technologies;2;1;4,5;0
M-WIWI-101630;T-WIWI-109249;Entwicklung Soziotechnischer Informationssysteme;2;1;4,5;0
M-WIWI-101630;T-WIWI-111126;Praktikum Blockchain Hackathon (Master);1;1;4,5;0
M-WIWI-101630;T-WIWI-111125;Praktikum Entwicklung Soziotechnischer Informationssysteme (Master);1;1;4,5;0
M-WIWI-101630;T-WIWI-110548;Praktikum Informatik (Master);1;1;4,5;0
M-WIWI-101630;T-WIWI-108439;Praktikum Security, Usability and Society;2;1;4,5;0
M-WIWI-101630;T-WIWI-109786;Praktikum Sicherheit;2;1;4,5;0
M-WIWI-101630;T-WIWI-109985;Projektpraktikum Kognitive Automobile und Roboter;2;1;4,5;0
M-WIWI-101630;T-WIWI-109983;Projektpraktikum Maschinelles Lernen;2;1;4,5;0
M-WIWI-101630;T-WIWI-109251;Selected Issues in Critical Information Infrastructures;2;1;4,5;0
M-WIWI-101637;T-WIWI-103123;Statistik für Fortgeschrittene;1;1;4,5;0
M-WIWI-101637;T-WIWI-106341;Maschinelles Lernen 2 - Fortgeschrittene Verfahren;2;1;4,5;0
M-WIWI-101637;T-WIWI-103124;Multivariate Verfahren;1;1;4,5;0
M-WIWI-101639;T-WIWI-103066;Data Mining and Applications;2;1;4,5;0
M-WIWI-101639;T-WIWI-103064;Financial Econometrics;2;1;4,5;0
M-WIWI-101639;T-WIWI-103124;Multivariate Verfahren;1;1;4,5;0
M-WIWI-101639;T-WIWI-103126;Nicht- und Semiparametrik;1;1;4,5;0
M-WIWI-101639;T-WIWI-103127;Paneldaten;1;1;4,5;0
M-WIWI-101639;T-WIWI-103128;Portfolio and Asset Liability Management;1;1;4,5;0
M-WIWI-101639;T-WIWI-110868;Predictive Modeling;1;1;4,5;0
M-WIWI-101639;T-WIWI-103065;Statistische Modellierung von allgemeinen Regressionsmodellen;1;1;4,5;0
M-WIWI-101639;T-WIWI-103129;Stochastic Calculus and Finance;1;1;4,5;0
M-WIWI-101639;T-WIWI-110939;Financial Econometrics II;2;1;4,5;0
M-INFO-101242;T-INFO-101288;Regelkonformes Verhalten im Unternehmensbereich;1;1;3,0;0
M-INFO-101242;T-INFO-101316;Vertragsgestaltung;1;1;3,0;0
M-INFO-101242;T-INFO-108405;Datenschutz durch Technik;2;1;3,0;0
M-INFO-101242;T-INFO-102047;Vertiefungs-Seminar Governance, Risk & Compliance;1;1;3,0;0
M-INFO-101242;T-INFO-109910;IT-Sicherheitsrecht;1;1;3,0;0
M-INFO-101242;T-INFO-101307;Internetrecht;2;1;3,0;0
M-INFO-101217;T-INFO-101309;Telekommunikationsrecht;1;1;3,0;0
M-INFO-101217;T-INFO-101303;Datenschutzrecht;1;1;3,0;0
M-INFO-101217;T-INFO-101311;Öffentliches Medienrecht;1;1;3,0;0
M-INFO-101217;T-INFO-101312;Europäisches und Internationales Recht;1;1;3,0;0
M-INFO-101217;T-BGU-111102;Umweltrecht;1;1;3,0;0
M-INFO-101215;T-INFO-102036;Vertragsgestaltung im IT-Bereich;1;1;3,0;0
M-INFO-101215;T-INFO-101308;Urheberrecht;1;1;3,0;0
M-INFO-101215;T-INFO-101310;Patentrecht;2;1;3,0;0
M-INFO-101215;T-INFO-101313;Markenrecht;1;1;3,0;0
M-INFO-101215;T-INFO-101307;Internetrecht;2;1;3,0;0
M-INFO-101215;T-INFO-108462;Ausgewählte Rechtsfragen des Internetrechts;1;1;3,0;0
M-INFO-101216;T-INFO-101329;Arbeitsrecht I;1;1;3,0;0
M-INFO-101216;T-INFO-101330;Arbeitsrecht II;1;1;3,0;0
M-INFO-101216;T-INFO-101315;Steuerrecht I;1;1;3,0;0
M-INFO-101216;T-INFO-101314;Steuerrecht II;1;1;3,0;0
M-INFO-101216;T-INFO-101316;Vertragsgestaltung;1;1;3,0;0
M-GEISTSOZ-101169;T-GEISTSOZ-104565;Computergestützte Datenauswertung;1;1;0,0;0
M-GEISTSOZ-101169;T-GEISTSOZ-109052;Methodenanwendung (WiWi);2;1;9,0;0
M-INFO-101191;T-INFO-102013;Privatrechtliche Übung;2;1;9,0;0
